,Price
3238,15900.0
3240,13990.0
3241,28950.0
3244,33996.0
3246,29990.0
3247,40990.0
3250,46888.0
3251,28999.0
3255,30990.0
3256,9750.0
3258,26990.0
3259,34888.0
3260,30990.0
3262,11990.0
3264,7850.0
3266,30988.0
3267,25990.0
3270,32990.0
3271,22990.0
3273,59950.0
3275,30990.0
3276,40490.0
3279,26800.0
3280,14990.0
3282,52888.0
3283,43490.0
3284,12990.0
3285,38950.0
3288,17950.0
3289,22990.0
3292,39990.0
3293,29990.0
3294,29800.0
3298,39585.0
3299,47888.0
3303,68490.0
3304,15790.0
3305,33800.0
3306,66990.0
3307,39990.0
3309,29990.0
3312,41888.0
3313,26990.0
3314,50900.0
3316,61880.0
3317,43990.0
3319,60888.0
3322,15990.0
3326,35990.0
3327,28800.0
3328,48888.0
3329,29990.0
3330,45990.0
3331,32990.0
3332,22990.0
3334,16990.0
3335,29800.0
3336,35990.0
3340,55888.0
3342,20780.0
3347,17990.0
3349,51800.0
3350,42290.0
3352,31999.0
3353,24990.0
3355,17000.0
3360,60888.0
3361,37950.0
3364,30990.0
3365,29990.0
3366,48800.0
3367,31590.0
3373,23990.0
3375,22888.0
3379,43888.0
3384,9995.0
3386,61880.0
3388,35990.0
3389,22888.0
3390,45950.0
3391,35800.0
3392,5995.0
3395,31990.0
3397,28990.0
3398,35990.0
3400,27990.0
3401,22977.0
3403,62888.0
3404,51990.0
3406,24999.0
3409,33975.0
3412,51888.0
3413,26990.0
3414,25990.0
3415,37485.0
3416,54990.0
3418,12990.0
3419,43888.0
3422,29490.0
3428,37990.0
3429,23911.0
3430,24990.0
3431,44997.0
3433,31990.0
3435,57599.0
3438,9950.0
3440,22888.0
3442,5995.0
3444,34880.0
3447,26990.0
3448,42800.0
3449,43490.0
3452,27690.0
3457,59990.0
3458,27950.0
3459,53990.0
3460,48290.0
3461,24990.0
3462,28490.0
3464,24990.0
3469,52800.0
3471,29995.0
3472,32990.0
3474,45975.0
3475,21950.0
3476,32999.0
3482,20990.0
3483,51950.0
3484,14950.0
3486,21800.0
3489,13990.0
3490,47188.0
3493,39990.0
3496,10990.0
3497,15990.0
3500,33990.0
3501,31990.0
3503,37800.0
3506,22499.0
3510,61990.0
3511,56988.0
3512,35900.0
3513,28990.0
3515,5990.0
3516,29300.0
3521,65990.0
3527,7990.0
3528,14995.0
3529,38999.0
3534,29990.0
3537,43868.0
3540,29990.0
3541,18990.0
3542,29990.0
3543,9900.0
3544,28990.0
3546,52990.0
3548,32990.0
3550,63900.0
3554,38779.0
3556,23999.0
3557,45990.0
3560,12990.0
3562,62788.0
3563,22999.0
3564,68900.0
3566,16880.0
3571,31950.0
3573,32975.0
3574,67990.0
3579,34800.0
3580,15990.0
3582,32992.0
3583,27800.0
3584,29880.0
3585,24990.0
3588,39990.0
3589,23990.0
3590,14999.0
3591,44900.0
3593,26950.0
3596,16995.0
3598,49975.0
3599,14995.0
3602,14990.0
3603,43999.0
3605,20248.0
3607,34990.0
3608,61490.0
3609,49990.0
3610,22990.0
3612,18990.0
3614,32990.0
3616,9995.0
3620,56990.0
3621,55990.0
3624,12990.0
3627,32800.0
3629,25990.0
3633,53999.0
3635,57990.0
3641,27990.0
3648,24888.0
3650,32490.0
3656,65888.0
3658,21888.0
3659,28688.0
3661,26995.0
3663,54800.0
3666,41990.0
3669,52990.0
3670,63777.0
3673,59650.0
3678,16990.0
3686,39100.0
3687,42975.0
3688,38800.0
3690,59990.0
3691,17490.0
3693,44990.0
3695,17990.0
3696,17990.0
3699,25490.0
3703,31999.0
3707,39990.0
3710,22990.0
3712,35990.0
3713,44975.0
3716,60888.0
3718,21990.0
3719,10980.0
3723,18888.0
3724,43555.0
3727,29900.0
3728,55990.0
3734,26888.0
3735,39990.0
3738,48990.0
3741,44388.0
3742,28990.0
3746,28995.0
3747,44388.0
3751,15990.0
3757,30990.0
3761,44528.0
3766,63888.0
3770,19950.0
3772,18920.0
3777,25990.0
3778,12888.0
3779,6750.0
3780,44990.0
3782,37990.0
3783,23950.0
3784,49900.0
3786,26888.0
3787,22490.0
3788,52990.0
3792,18888.0
3793,68880.0
3794,21999.0
3795,47880.0
3796,22990.0
3800,30880.0
3803,22990.0
3804,42990.0
3807,59800.0
3809,21888.0
3812,25490.0
3813,24999.0
3814,28990.0
3817,46288.0
3818,13990.0
3820,26990.0
3821,22490.0
3838,44888.0
3843,68688.0
3846,17990.0
3847,29975.0
3850,27990.0
3853,25990.0
3854,17990.0
3858,29980.0
3860,59990.0
3861,62788.0
3863,33990.0
3864,42990.0
3865,29990.0
3869,12999.0
3870,11990.0
3872,12900.0
3876,31990.0
3877,28990.0
3878,11995.0
3880,29900.0
3882,65990.0
3883,19990.0
3884,28990.0
3885,39950.0
3886,24990.0
3888,18990.0
3889,25800.0
3890,23888.0
3891,48888.0
3893,21990.0
3894,15990.0
3896,41900.0
3897,23490.0
3898,64888.0
3899,25990.0
3901,20490.0
3902,18990.0
3903,59900.0
3905,14990.0
3906,12990.0
3909,10990.0
3911,20990.0
3912,28500.0
3913,18880.0
3915,48990.0
3916,36880.0
3918,20990.0
3919,39990.0
3925,11995.0
3926,16990.0
3928,25990.0
3930,38950.0
3931,31990.0
3941,21990.0
3943,2995.0
3946,23990.0
3947,21488.0
3948,31940.0
3949,31888.0
3950,17990.0
3951,25990.0
3953,29780.0
3956,23850.0
3958,53888.0
3966,18800.0
3967,19990.0
3968,44950.0
3969,16800.0
3971,28990.0
3973,35990.0
3977,16980.0
3978,26890.0
3980,39990.0
3981,51888.0
3982,24950.0
3983,16771.0
3985,31990.0
3987,48990.0
3988,19771.0
3991,7999.0
3992,12990.0
3995,46990.0
3998,21995.0
3999,15888.0
4000,33800.0
4002,20990.0
4004,23990.0
4005,17888.0
4006,58888.0
4007,43987.0
4008,29990.0
4010,31990.0
4011,33990.0
4012,26990.0
4013,20990.0
4014,6990.0
4018,15990.0
4019,15999.0
4020,61990.0
4022,44990.0
4025,26888.0
4026,24990.0
4028,22995.0
4031,24990.0
4032,24950.0
4034,24990.0
4035,25995.0
4037,37990.0
4044,20990.0
4045,34990.0
4046,22990.0
4047,13950.0
4049,10995.0
4050,28990.0
4051,40990.0
4052,25990.0
4053,30990.0
4054,24888.0
4056,18888.0
4057,10990.0
4060,48800.0
4062,25750.0
4064,18990.0
4066,27490.0
4067,21890.0
4068,62990.0
4069,22990.0
4070,17990.0
4071,7990.0
4074,17990.0
4075,20995.0
4076,54188.0
4077,39990.0
4078,26990.0
4079,11986.0
4081,18990.0
4084,13980.0
4086,39888.0
4091,22490.0
4094,8990.0
4096,21888.0
4097,44888.0
4100,19950.0
4101,45987.0
4105,17888.0
4107,42990.0
4109,11995.0
4110,45990.0
4111,33940.0
4112,13888.0
4113,47900.0
4114,34888.0
4115,7986.0
4117,27490.0
4118,24995.0
4122,29990.0
4123,39990.0
4126,44990.0
4127,38888.0
4130,15990.0
4133,49990.0
4136,27990.0
4140,27995.0
4142,38990.0
4143,12995.0
4144,28990.0
4149,5950.0
4151,12999.0
4152,31500.0
4153,25990.0
4154,34880.0
4155,23990.0
4159,9990.0
4160,29990.0
4162,32950.0
4163,42950.0
4165,25990.0
4167,21990.0
4168,28990.0
4172,11990.0
4173,24990.0
4174,26990.0
4178,20990.0
4179,26990.0
4180,11990.0
4184,21983.0
4187,32945.0
4189,27990.0
4190,9990.0
4193,21990.0
4194,20990.0
4197,40888.0
4198,27995.0
4200,21990.0
4201,64990.0
4202,57990.0
4203,9980.0
4204,23590.0
4206,39990.0
4208,33990.0
4210,34990.0
4211,64490.0
4212,29990.0
4214,7420.0
4215,32990.0
4216,37500.0
4217,30990.0
4221,13800.0
4224,36990.0
4225,37990.0
4228,14800.0
4231,20980.0
4235,11995.0
4236,17888.0
4239,2999.0
4240,39999.0
4241,28950.0
4243,29990.0
4244,22890.0
4246,10950.0
4248,47990.0
4249,29990.0
4255,14990.0
4256,29800.0
4260,14888.0
4264,20390.0
4265,4500.0
4266,18888.0
4267,23888.0
4268,21990.0
4269,12800.0
4270,18990.0
4273,38990.0
4275,21888.0
4276,34888.0
4277,29995.0
4279,15888.0
4280,17980.0
4282,17888.0
4283,30990.0
4285,12990.0
4287,13990.0
4288,7990.0
4289,53990.0
4290,53842.0
4291,21995.0
4293,33888.0
4294,32975.0
4297,35970.0
4300,39800.0
4301,7990.0
4304,7865.0
4305,15990.0
4306,52975.0
4307,39888.0
4308,39850.0
4309,26990.0
4311,49290.0
4316,29900.0
4317,8990.0
4318,13990.0
4320,21888.0
4321,9771.0
4322,24990.0
4323,9990.0
4324,54990.0
4326,61988.0
4328,48880.0
4329,23999.0
4330,36989.0
4331,21888.0
4333,16990.0
4334,14950.0
4335,27990.0
4336,14913.0
4338,20980.0
4339,19990.0
4340,12990.0
4343,27800.0
4346,37363.0
4348,47990.0
4349,12990.0
4350,19490.0
4352,23814.0
4355,31800.0
4356,27999.0
4357,9990.0
4359,25500.0
4360,31990.0
4362,29771.0
4363,20995.0
4365,44990.0
4369,15990.0
4370,18990.0
4371,47350.0
4372,12800.0
4374,15800.0
4376,31888.0
4380,13990.0
4381,24888.0
4382,23990.0
4384,11913.0
4385,19350.0
4387,47880.0
4388,11800.0
4389,15990.0
4391,12413.0
4392,20888.0
4393,22990.0
4394,16990.0
4395,42990.0
4397,12983.0
4398,16913.0
4399,30990.0
4400,23999.0
4402,21995.0
4403,19888.0
4405,42980.0
4406,62890.0
4407,49990.0
4408,12999.0
4409,14990.0
4411,26685.0
4412,45999.0
4414,16890.0
4415,12888.0
4420,17990.0
4425,28745.0
4426,14413.0
4428,25888.0
4431,17913.0
4432,14990.0
4434,28971.0
4435,15888.0
4439,24990.0
4442,21888.0
4443,14913.0
4444,19990.0
4445,19990.0
4447,36450.0
4448,49990.0
4449,24888.0
4450,4995.0
4451,24980.0
4452,21800.0
4454,34990.0
4455,24990.0
4456,39990.0
4458,10299.0
4459,6990.0
4461,22990.0
4462,36950.0
4465,28388.0
4467,26913.0
4469,44990.0
4470,32999.0
4471,14800.0
4472,7800.0
4473,35971.0
4477,39900.0
4478,12999.0
4479,31369.0
4480,44771.0
4482,22888.0
4484,22888.0
4486,19490.0
4488,20888.0
4495,19990.0
4496,59990.0
4497,14986.0
4498,17990.0
4499,13913.0
4500,24490.0
4501,16913.0
4503,8990.0
4505,26990.0
4506,18999.0
4507,15986.0
4508,21888.0
4510,11800.0
4511,39990.0
4514,23990.0
4517,8800.0
4520,32990.0
4521,14990.0
4522,34880.0
4523,20986.0
4524,59988.0
4526,42490.0
4527,23990.0
4528,18888.0
4530,19913.0
4532,43800.0
4533,37990.0
4536,6784.0
4537,19990.0
4538,9990.0
4541,16999.0
4544,15995.0
4545,11980.0
4546,45999.0
4548,27990.0
4549,7450.0
4550,7990.0
4551,37999.0
4552,10995.0
4554,22990.0
4555,13990.0
4557,32888.0
4563,19986.0
4565,12990.0
4566,22990.0
4567,9990.0
4569,34990.0
4573,23990.0
4574,34913.0
4575,49290.0
4582,7990.0
4583,22990.0
4586,19888.0
4587,8990.0
4590,28990.0
4591,27990.0
4592,39888.0
4593,23913.0
4594,61990.0
4595,29990.0
4596,17999.0
4597,21490.0
4598,43990.0
4599,22986.0
4601,22990.0
4602,19800.0
4603,28990.0
4604,21999.0
4606,17999.0
4609,20990.0
4610,39380.0
4611,68900.0
4612,65888.0
4613,19990.0
4614,15990.0
4616,46888.0
4619,13888.0
4624,61870.0
4625,24990.0
4628,41800.0
4632,7990.0
4634,42990.0
4636,19990.0
4638,19950.0
4639,5990.0
4640,10990.0
4641,4700.0
4642,42990.0
4643,44986.0
4644,18990.0
4645,16990.0
4646,12990.0
4648,27980.0
4650,24990.0
4654,64990.0
4656,25800.0
4657,33990.0
4659,41990.0
4661,17990.0
4663,21999.0
4665,8990.0
4667,49880.0
4669,35888.0
4671,11995.0
4672,19990.0
4673,49999.0
4675,37985.0
4676,11995.0
4678,3300.0
4682,10999.0
4684,45490.0
4685,41998.0
4686,22990.0
4687,17990.0
4690,32950.0
4691,17450.0
4697,33990.0
4698,55990.0
4699,45990.0
4700,12990.0
4701,16990.0
4704,39990.0
4706,38990.0
4708,28816.0
4710,26490.0
4711,51490.0
4713,46950.0
4714,48990.0
4716,34990.0
4717,18950.0
4720,24995.0
4722,9990.0
4723,23990.0
4726,23888.0
4727,23913.0
4728,24990.0
4729,10986.0
4730,18888.0
4733,16990.0
4734,21990.0
4737,45880.0
4738,23885.0
4741,16850.0
4743,36986.0
4747,6999.0
4749,14990.0
4755,18990.0
4756,18888.0
4758,26990.0
4759,41999.0
4760,27990.0
4764,48990.0
4770,29990.0
4773,32950.0
4774,38690.0
4775,24995.0
4776,25986.0
4777,9894.0
4778,24888.0
4786,51234.0
4787,32800.0
4788,28986.0
4796,56990.0
4797,24995.0
4798,12990.0
4803,60888.0
4808,39990.0
4809,59800.0
4812,24999.0
4818,59990.0
4823,34990.0
4826,40290.0
4828,6750.0
4829,35970.0
4831,45880.0
4832,13990.0
4833,21990.0
4834,41888.0
4835,37990.0
4836,41990.0
4837,15990.0
4839,47950.0
4841,27990.0
4842,8980.0
4845,9500.0
4848,19986.0
4851,36995.0
4852,18888.0
4853,5800.0
4854,31980.0
4856,12913.0
4858,35990.0
4859,30986.0
4862,24999.0
4863,26850.0
4865,15990.0
4866,11999.0
4867,53760.0
4868,6999.0
4870,14995.0
4873,24800.0
4874,22990.0
4875,49950.0
4877,29888.0
4881,29990.0
4882,35990.0
4884,31999.0
4885,25800.0
4886,22990.0
4887,18890.0
4888,25888.0
4890,18913.0
4893,6999.0
4895,57888.0
4896,20999.0
4898,5840.0
4901,32990.0
4904,52556.0
4907,25490.0
4909,23990.0
4910,38990.0
4914,9990.0
4915,39800.0
4916,40888.0
4920,6750.0
4921,56990.0
4923,11913.0
4927,59990.0
4928,6995.0
4929,49990.0
4930,17990.0
4933,27986.0
4934,43990.0
4935,26995.0
4938,19990.0
4939,29990.0
4940,34990.0
4943,34990.0
4946,49990.0
4947,36990.0
4954,6990.0
4957,6913.0
4959,29999.0
4960,39990.0
4962,39999.0
4964,32990.0
4966,24990.0
4967,17990.0
4969,14990.0
4970,49888.0
4974,19413.0
4976,49290.0
4978,22990.0
4980,12800.0
4981,43490.0
4982,27789.0
4983,52988.0
4984,9913.0
4986,13999.0
4987,22885.0
4988,43888.0
4991,18950.0
4993,57490.0
4995,6100.0
4998,13413.0
4999,10990.0
5000,24690.0
5003,22990.0
5005,5999.0
5006,68288.0
5007,21990.0
5009,15998.0
5010,15990.0
5011,42990.0
5016,47990.0
5018,44990.0
5019,21888.0
5020,29888.0
5021,59986.0
5022,37485.0
5023,38990.0
5027,24850.0
5028,31990.0
5030,26890.0
5031,67990.0
5033,31990.0
5034,63990.0
5036,22999.0
5037,26990.0
5040,20990.0
5045,27890.0
5047,42999.0
5048,24999.0
5049,28995.0
5051,51990.0
5052,14913.0
5053,51997.0
5054,11888.0
5057,17913.0
5058,23513.0
5060,8990.0
5063,12990.0
5071,63888.0
5072,22990.0
5074,21890.0
5075,29990.0
5076,38999.0
5077,41990.0
5084,49990.0
5090,24990.0
5092,29990.0
5097,60990.0
5099,43250.0
5100,25990.0
5101,57990.0
5103,22990.0
5104,31913.0
5105,16999.0
5112,22890.0
5116,10990.0
5117,24588.0
5118,7995.0
5119,19990.0
5120,49990.0
5122,24990.0
5123,64880.0
5124,51800.0
5126,22670.0
5127,67888.0
5129,41990.0
5130,9990.0
5135,12888.0
5136,48490.0
5137,30990.0
5138,67999.0
5140,19980.0
5141,23990.0
5142,18990.0
5144,19990.0
5146,21888.0
5147,29990.0
5148,21990.0
5149,8500.0
5150,22990.0
5151,22990.0
5153,64950.0
5154,17750.0
5155,29555.0
5156,53885.0
5157,38990.0
5158,52488.0
5159,24913.0
5160,29788.0
5165,11513.0
5166,26888.0
5170,22885.0
5172,19880.0
5173,51990.0
5174,12888.0
5176,32913.0
5180,64888.0
5186,54990.0
5188,8999.0
5189,49990.0
5193,32990.0
5195,41990.0
5196,48388.0
5197,16900.0
5201,46888.0
5203,58585.0
5204,21990.0
5212,30690.0
5214,19000.0
5215,5995.0
5218,38995.0
5226,35990.0
5229,21888.0
5230,35800.0
5232,27990.0
5233,28388.0
5234,6990.0
5238,42990.0
5244,21590.0
5245,31990.0
5249,46888.0
5251,31882.0
5253,19490.0
5254,27990.0
5256,31990.0
5257,18990.0
5267,19989.0
5270,49888.0
5271,36950.0
5272,27880.0
5273,29990.0
5279,18999.0
5284,34990.0
5285,39880.0
5287,42990.0
5289,11990.0
5291,19995.0
5292,58800.0
5293,36988.0
5294,19995.0
5295,12970.0
5299,52888.0
5300,31990.0
5302,14913.0
5303,24890.0
5304,24970.0
5306,24990.0
5311,19830.0
5312,63950.0
5313,35950.0
5314,5990.0
5315,35800.0
5316,28945.0
5317,21777.0
5318,12920.0
5319,16990.0
5323,17990.0
5324,29912.0
5326,60887.0
5327,23730.0
5328,27990.0
5329,45888.0
5330,29990.0
5334,21990.0
5337,22990.0
5339,27990.0
5340,33930.0
5342,39990.0
5345,27990.0
5349,63950.0
5352,24990.0
5353,21871.0
5354,14888.0
5355,11888.0
5356,18990.0
5360,24990.0
5361,19888.0
5363,11670.0
5365,26990.0
5367,22771.0
5370,32670.0
5371,32990.0
5372,40990.0
5373,34990.0
5374,28990.0
5375,34995.0
5377,64800.0
5378,37888.0
5380,22990.0
5382,34990.0
5386,15990.0
5389,33990.0
5390,44888.0
5392,19913.0
5396,38369.0
5399,25990.0
5402,28990.0
5404,42990.0
5407,28450.0
5408,16888.0
5410,35980.0
5412,10850.0
5413,23990.0
5414,11888.0
5416,28990.0
5417,13990.0
5419,43990.0
5420,56888.0
5421,26488.0
5422,41990.0
5423,22800.0
5425,33585.0
5427,22888.0
5430,44950.0
5433,30990.0
5435,29800.0
5439,24990.0
5441,35990.0
5444,57690.0
5445,24988.0
5447,47950.0
5448,22990.0
5449,34250.0
5451,24990.0
5452,28990.0
5455,25990.0
5457,19999.0
5460,49990.0
5461,27888.0
5462,31888.0
5463,60823.0
5464,29990.0
5465,23990.0
5467,17490.0
5468,27986.0
5470,38888.0
5471,19990.0
5472,27888.0
5473,22990.0
5476,56888.0
5478,42830.0
5479,36690.0
5481,19990.0
5482,33990.0
5484,12992.0
5485,24670.0
5486,28990.0
5489,43554.0
5490,44085.0
5494,24555.0
5496,29913.0
5497,16100.0
5501,23990.0
5502,14249.0
5503,54983.0
5505,33990.0
5506,27913.0
5507,47490.0
5508,51888.0
5509,28280.0
5510,41990.0
5512,11399.0
5514,26888.0
5515,8990.0
5519,19990.0
5520,26990.0
5521,21888.0
5523,59800.0
5524,10990.0
5527,17670.0
5528,19990.0
5529,9999.0
5530,31990.0
5531,33888.0
5532,13913.0
5533,52990.0
5535,23980.0
5540,19830.0
5541,46990.0
5542,48488.0
5543,20999.0
5544,34990.0
5545,26990.0
5547,18980.0
5548,23990.0
5549,17888.0
5555,53800.0
5556,9990.0
5558,33910.0
5559,29990.0
5561,29990.0
5562,14998.0
5564,68888.0
5565,50990.0
5566,25990.0
5567,29880.0
5569,25990.0
5572,15999.0
5575,48750.0
5576,22099.0
5581,12830.0
5584,18990.0
5586,32670.0
5587,54986.0
5589,31990.0
5592,20990.0
5593,29888.0
5594,36690.0
5596,27930.0
5597,9800.0
5598,28980.0
5603,32990.0
5605,9499.0
5607,64990.0
5609,26980.0
5611,39989.0
5612,16888.0
5613,35990.0
5615,46980.0
5616,34888.0
5618,38990.0
5624,48990.0
5626,20990.0
5631,31990.0
5634,33888.0
5635,18990.0
5636,32990.0
5639,33990.0
5644,14913.0
5646,34880.0
5647,64990.0
5649,38885.0
5654,34888.0
5655,11999.0
5656,29990.0
5659,11990.0
5661,25990.0
5664,34990.0
5666,31990.0
5667,24986.0
5670,32990.0
5673,32990.0
5674,52990.0
5676,20990.0
5680,18990.0
5683,27888.0
5685,19990.0
5690,23990.0
5691,36950.0
5694,34990.0
5695,36990.0
5696,16990.0
5699,32990.0
5700,10990.0
5701,40990.0
5702,26990.0
5703,49990.0
5704,38799.0
5708,26900.0
5713,35935.0
5714,61490.0
5715,42990.0
5716,6800.0
5724,41633.0
5726,25999.0
5728,14970.0
5729,22490.0
5732,29980.0
5733,26990.0
5736,26990.0
5737,29990.0
5738,18888.0
5739,24990.0
5741,37485.0
5742,66800.0
5746,41555.0
5749,34990.0
5750,41990.0
5751,18990.0
5752,37990.0
5753,4499.0
5754,24250.0
5756,8850.0
5757,7713.0
5758,29990.0
5759,18750.0
5760,22770.0
5761,11999.0
5762,26990.0
5763,56880.0
5765,37990.0
5766,18990.0
5769,29990.0
5770,25700.0
5771,19990.0
5774,10750.0
5775,10750.0
5776,17913.0
5777,44888.0
5778,36990.0
5779,44888.0
5781,14998.0
5782,28990.0
5786,9670.0
5787,17990.0
5788,9913.0
5789,36990.0
5793,6499.0
5794,29920.0
5797,23990.0
5798,7888.0
5799,34999.0
5800,56490.0
5802,27989.0
5803,36100.0
5806,26995.0
5807,26990.0
5808,66666.0
5809,8950.0
5810,64800.0
5811,24800.0
5820,43868.0
5821,29830.0
5822,47990.0
5824,48990.0
5827,50990.0
5829,38990.0
5830,43990.0
5832,24899.0
5833,18990.0
5834,62825.0
5837,36990.0
5839,62980.0
5841,18999.0
5847,36990.0
5848,32800.0
5850,18913.0
5851,37980.0
5856,47490.0
5857,36999.0
5860,25990.0
5863,18999.0
5868,20990.0
5870,50720.0
5876,49950.0
5878,9999.0
5879,38950.0
5880,32999.0
5883,23910.0
5888,26990.0
5890,29990.0
5891,10500.0
5893,18830.0
5895,67910.0
5898,19800.0
5900,23888.0
5902,19999.0
5903,44990.0
5904,38950.0
5907,39990.0
5911,31990.0
5913,5850.0
5914,24490.0
5916,10986.0
5918,48990.0
5919,29490.0
5920,39999.0
5923,43990.0
5924,18990.0
5926,11800.0
5927,25275.0
5928,30990.0
5929,29830.0
5930,57990.0
5935,26990.0
5937,16990.0
5939,35830.0
5940,48588.0
5941,47990.0
5944,33888.0
5945,46888.0
5947,8950.0
5949,57990.0
5950,56725.0
5952,49990.0
5953,34990.0
5954,33730.0
5955,49999.0
5958,23990.0
5960,53990.0
5962,24990.0
5963,33990.0
5966,39990.0
5968,19990.0
5969,9990.0
5970,52970.0
5974,31768.0
5975,18350.0
5977,23913.0
5978,39990.0
5979,6850.0
5981,38997.0
5984,11490.0
5986,35888.0
5987,27888.0
5989,8990.0
5990,28999.0
5991,43990.0
5993,5990.0
5995,35990.0
5999,54990.0
6001,44580.0
6002,51990.0
6003,46990.0
6006,57350.0
6008,35995.0
6009,38888.0
6010,39990.0
6011,25990.0
6013,25990.0
6015,16986.0
6017,10950.0
6018,33990.0
6020,26990.0
6021,15670.0
6022,18990.0
6023,34990.0
6024,7750.0
6027,15980.0
6028,25990.0
6029,60394.0
6030,29990.0
6031,29980.0
6033,23986.0
6035,22890.0
6037,39777.0
6038,16990.0
6039,15990.0
6040,19500.0
6041,29990.0
6043,46888.0
6044,28730.0
6047,12750.0
6048,23890.0
6050,9950.0
6051,38990.0
6052,24990.0
6053,36999.0
6054,35490.0
6055,67788.0
6060,32670.0
6061,32999.0
6063,13880.0
6064,9990.0
6065,58990.0
6069,16590.0
6070,6670.0
6071,17990.0
6076,29999.0
6077,15999.0
6078,13990.0
6083,26990.0
6084,51500.0
6091,22999.0
6092,19725.0
6096,18990.0
6097,18990.0
6099,64990.0
6101,23735.0
6103,23880.0
6105,26999.0
6109,31990.0
6110,27990.0
6114,55990.0
6115,33990.0
6116,20990.0
6117,31485.0
6118,31990.0
6119,24999.0
6120,37990.0
6124,24100.0
6125,22590.0
6129,24990.0
6131,36990.0
6132,28100.0
6134,44990.0
6135,32990.0
6137,41485.0
6141,19990.0
6142,7750.0
6145,33995.0
6146,32950.0
6147,11990.0
6148,43995.0
6152,7750.0
6154,28990.0
6155,20990.0
6158,21870.0
6159,13990.0
6160,35990.0
6161,32999.0
6163,29990.0
6166,40990.0
6167,36990.0
6169,29990.0
6170,54490.0
6171,9799.0
6173,35990.0
6175,21870.0
6176,12999.0
6177,30990.0
6181,37380.0
6182,30999.0
6185,23999.0
6186,20999.0
6187,34450.0
6191,22990.0
6192,55574.0
6193,37999.0
6194,22999.0
6195,42000.0
6197,38990.0
6200,16800.0
6204,28990.0
6208,14990.0
6211,23990.0
6213,38830.0
6216,24490.0
6219,25990.0
6220,20670.0
6222,36999.0
6223,32990.0
6224,20990.0
6226,41830.0
6227,16990.0
6229,47490.0
6230,27990.0
6232,42760.0
6233,19990.0
6235,21998.0
6236,15999.0
6237,26999.0
6238,34250.0
6240,35990.0
6244,15980.0
6246,38990.0
6247,37990.0
6248,35999.0
6251,19480.0
6252,37990.0
6253,29990.0
6257,25980.0
6258,29990.0
6261,13989.0
6263,16700.0
6265,67880.0
6266,9990.0
6267,19989.0
6270,27490.0
6271,11700.0
6273,15990.0
6274,21950.0
6275,36990.0
6276,28995.0
6277,9999.0
6278,8549.0
6279,8800.0
6281,32995.0
6283,12990.0
6284,42490.0
6287,27990.0
6289,9419.0
6290,14990.0
6291,22830.0
6292,25990.0
6293,25990.0
6296,16990.0
6297,25300.0
6298,8990.0
6299,8990.0
6300,16670.0
6302,20999.0
6303,23990.0
6304,6888.0
6306,24490.0
6308,14990.0
6310,12490.0
6311,32830.0
6313,13990.0
6314,46988.0
6315,35999.0
6317,15888.0
6320,30990.0
6323,33999.0
6326,34990.0
6327,21990.0
6328,18000.0
6332,44800.0
6336,42999.0
6339,23999.0
6342,12900.0
6343,41800.0
6344,26999.0
6345,19990.0
6346,12990.0
6347,9888.0
6349,29999.0
6350,51490.0
6352,14990.0
6354,42990.0
6358,30500.0
6359,19990.0
6362,49800.0
6365,19990.0
6369,28999.0
6371,23730.0
6373,14413.0
6374,28470.0
6375,29999.0
6381,31990.0
6384,41986.0
6387,21913.0
6390,34990.0
6391,22913.0
6396,26990.0
6401,23990.0
6402,25990.0
6403,44990.0
6404,40970.0
6408,47990.0
6409,25999.0
6410,15990.0
6411,26913.0
6415,56990.0
6416,27913.0
6417,39990.0
6418,22990.0
6421,39888.0
6422,19788.0
6425,10990.0
6426,14655.0
6427,59235.0
6428,24990.0
6431,8355.0
6434,23900.0
6436,8999.0
6437,37980.0
6438,65283.0
6441,19990.0
6443,48990.0
6444,28999.0
6446,21890.0
6447,30888.0
6448,41990.0
6449,16990.0
6451,44990.0
6452,24980.0
6454,13750.0
6455,34950.0
6456,19990.0
6457,36971.0
6459,6990.0
6462,28990.0
6463,27800.0
6465,12500.0
6473,39990.0
6478,6999.0
6480,31910.0
6481,18790.0
6482,22990.0
6486,40955.0
6487,21690.0
6488,26990.0
6489,29990.0
6495,62280.0
6496,11990.0
6497,29990.0
6500,42499.0
6502,19999.0
6503,37980.0
6505,46990.0
6506,26990.0
6511,16990.0
6512,8990.0
6515,18990.0
6519,13990.0
6522,32995.0
6523,25990.0
6524,7750.0
6525,9499.0
6527,15690.0
6530,26995.0
6535,24990.0
6540,22990.0
6541,11990.0
6542,62490.0
6543,45999.0
6545,63990.0
6547,14500.0
6549,17980.0
6550,30890.0
6551,7800.0
6552,24990.0
6553,66490.0
6555,9500.0
6558,19950.0
6559,44990.0
6560,45990.0
6562,14999.0
6563,17999.0
6564,41990.0
6566,24905.0
6569,28670.0
6570,54950.0
6571,31990.0
6572,24999.0
6573,29990.0
6574,48800.0
6577,26950.0
6584,55990.0
6585,44980.0
6588,22987.0
6589,23950.0
6590,18900.0
6591,50990.0
6593,19990.0
6597,57990.0
6598,29990.0
6599,19990.0
6600,28990.0
6601,29990.0
6602,9990.0
6603,20990.0
6604,35990.0
6605,29999.0
6607,43500.0
6608,35990.0
6609,58990.0
6610,16888.0
6611,38980.0
6612,14990.0
6615,29990.0
6616,30890.0
