,Price
2321,61888.0
2324,34990.0
2327,33990.0
2329,28280.0
2331,27987.0
2335,18990.0
2336,23990.0
2337,21990.0
2338,12990.0
2340,54990.0
2342,46999.0
2343,9900.0
2344,14913.0
2345,8990.0
2347,44990.0
2348,39995.0
2350,15884.0
2351,15800.0
2352,16888.0
2353,46888.0
2354,27990.0
2356,24950.0
2357,29900.0
2358,33990.0
2359,17990.0
2361,32990.0
2363,51490.0
2364,30990.0
2366,26990.0
2367,18990.0
2368,52988.0
2369,21490.0
2371,24995.0
2372,16990.0
2373,56990.0
2376,34990.0
2377,13995.0
2378,19990.0
2379,39880.0
2381,12777.0
2382,10950.0
2383,17990.0
2385,26999.0
2387,18950.0
2389,12990.0
2390,29800.0
2391,12990.0
2392,27490.0
2393,53887.0
2395,16999.0
2397,8995.0
2398,24880.0
2400,33990.0
2401,31880.0
2402,13990.0
2403,49888.0
2405,21990.0
2408,8990.0
2409,24788.0
2410,44705.0
2413,38990.0
2414,6500.0
2416,38690.0
2419,23990.0
2420,30990.0
2422,16990.0
2424,9995.0
2427,25990.0
2428,41999.0
2429,17880.0
2430,36990.0
2433,31450.0
2434,11995.0
2435,8995.0
2438,16990.0
2440,12750.0
2441,28990.0
2442,9990.0
2443,36690.0
2444,27990.0
2445,25999.0
2446,34995.0
2447,24990.0
2449,48990.0
2452,11999.0
2453,22990.0
2457,23950.0
2458,10995.0
2459,15990.0
2462,12990.0
2463,29950.0
2464,27990.0
2465,25990.0
2466,24990.0
2467,12950.0
2469,44990.0
2470,8880.0
2471,13980.0
2472,11999.0
2473,29990.0
2474,56988.0
2477,13990.0
2480,8490.0
2481,25777.0
2482,18999.0
2483,14499.0
2485,44900.0
2490,19950.0
2491,6995.0
2492,24990.0
2493,7750.0
2494,22990.0
2495,19888.0
2496,23990.0
2498,36880.0
2500,11950.0
2501,26490.0
2502,18000.0
2504,7990.0
2506,23990.0
2507,32990.0
2509,24990.0
2511,13990.0
2513,55490.0
2514,33999.0
2516,11990.0
2519,24999.0
2522,31999.0
2523,21880.0
2525,6999.0
2526,34990.0
2527,17150.0
2530,58915.0
2532,35990.0
2533,24999.0
2534,9990.0
2535,12999.0
2536,18999.0
2537,36990.0
2540,8888.0
2541,59888.0
2545,29990.0
2546,4990.0
2547,9400.0
2555,42990.0
2556,59888.0
2560,17999.0
2563,17888.0
2564,26990.0
2566,45990.0
2568,11995.0
2569,42990.0
2570,18990.0
2571,30498.0
2572,6500.0
2573,6990.0
2577,14995.0
2578,24900.0
2581,64990.0
2582,45990.0
2584,23888.0
2586,26990.0
2587,37485.0
2588,12990.0
2589,17990.0
2590,36490.0
2591,28999.0
2592,46999.0
2593,6995.0
2595,25900.0
2596,13950.0
2601,22990.0
2603,14950.0
2604,19990.0
2605,21780.0
2606,8990.0
2608,20990.0
2609,6995.0
2611,14888.0
2612,19990.0
2614,24490.0
2616,19880.0
2618,12990.0
2620,12999.0
2622,57990.0
2623,22990.0
2626,28999.0
2628,7995.0
2629,64980.0
2630,15880.0
2633,5999.0
2634,38990.0
2635,60800.0
2638,15990.0
2640,35990.0
2641,32999.0
2643,36990.0
2644,7999.0
2649,47990.0
2650,45880.0
2651,52490.0
2652,14990.0
2654,13995.0
2657,32990.0
2658,21990.0
2659,8499.0
2662,35990.0
2663,22995.0
2665,39990.0
2669,27995.0
2672,21800.0
2673,29888.0
2674,12990.0
2676,19888.0
2677,14990.0
2678,29999.0
2681,54760.0
2683,14990.0
2685,17880.0
2687,57990.0
2689,31888.0
2691,24474.0
2692,24950.0
2693,47990.0
2696,23990.0
2699,11999.0
2703,17500.0
2704,23990.0
2705,27980.0
2709,8800.0
2711,4999.0
2714,53990.0
2716,7995.0
2718,55990.0
2720,5950.0
2721,12990.0
2723,68888.0
2724,40990.0
2725,64990.0
2726,24990.0
2727,16870.0
2731,35999.0
2734,21950.0
2735,12990.0
2738,55990.0
2739,60990.0
2740,39888.0
2742,51990.0
2743,23888.0
2745,24990.0
2750,62990.0
2753,31950.0
2756,16900.0
2759,34990.0
2760,36990.0
2761,7990.0
2762,13800.0
2764,53000.0
2765,8949.0
2766,30990.0
2769,23990.0
2770,35888.0
2772,27950.0
2773,23999.0
2774,12990.0
2777,21950.0
2779,37990.0
2782,19990.0
2784,12995.0
2786,16990.0
2790,21990.0
2791,14880.0
2792,19990.0
2796,13995.0
2797,29990.0
2798,44990.0
2799,37900.0
2805,59800.0
2807,13980.0
2809,18990.0
2811,46880.0
2813,44987.0
2817,44990.0
2818,27990.0
2820,16950.0
2821,18990.0
2823,25990.0
2827,24999.0
2828,23990.0
2832,38880.0
2835,29990.0
2837,6990.0
2838,13990.0
2842,13990.0
2845,29999.0
2847,38950.0
2848,31990.0
2850,20990.0
2852,29990.0
2853,41990.0
2855,10995.0
2856,29990.0
2858,30990.0
2860,36990.0
2861,18911.0
2863,10990.0
2865,27990.0
2867,48888.0
2871,29950.0
2872,41288.0
2873,55990.0
2874,27690.0
2875,45888.0
2876,16950.0
2878,40990.0
2879,29990.0
2881,23990.0
2882,25500.0
2886,24888.0
2887,12984.0
2888,39990.0
2889,26990.0
2890,15500.0
2892,24999.0
2894,21990.0
2895,15995.0
2896,21995.0
2897,16950.0
2898,39990.0
2902,33950.0
2905,24990.0
2906,21990.0
2907,29995.0
2908,19990.0
2909,68880.0
2913,26990.0
2914,17990.0
2920,34485.0
2921,42998.0
2927,17990.0
2928,24690.0
2930,56888.0
2931,17990.0
2932,45000.0
2935,35490.0
2939,59999.0
2940,39990.0
2941,17950.0
2942,31999.0
2944,25888.0
2946,40880.0
2947,45888.0
2948,34990.0
2949,42485.0
2951,13992.0
2952,25990.0
2954,22990.0
2956,7500.0
2958,38800.0
2959,30888.0
2960,43085.0
2964,42990.0
2965,36900.0
2967,6995.0
2968,26990.0
2969,39990.0
2973,33990.0
2974,23800.0
2983,55888.0
2984,34888.0
2985,27888.0
2986,36288.0
2988,34900.0
2990,23490.0
2991,7999.0
2993,26990.0
2994,39999.0
2997,23995.0
2999,10995.0
3000,41988.0
3007,20990.0
3008,39950.0
3010,18484.0
3011,27990.0
3015,46388.0
3018,11950.0
3021,29990.0
3023,18999.0
3024,16900.0
3026,42490.0
3027,22990.0
3029,15900.0
3030,49800.0
3031,27990.0
3032,33478.0
3033,7490.0
3034,29990.0
3036,16980.0
3037,39950.0
3038,19990.0
3039,27995.0
3040,24888.0
3042,17990.0
3043,10750.0
3046,22990.0
3047,47950.0
3050,31800.0
3051,14990.0
3053,4550.0
3054,13999.0
3057,11990.0
3059,56990.0
3061,24990.0
3062,8990.0
3064,28990.0
3068,21888.0
3071,32999.0
3072,33990.0
3073,23990.0
3074,12990.0
3079,38888.0
3081,29640.0
3082,31950.0
3083,46490.0
3084,34868.0
3085,12990.0
3086,21990.0
3088,29999.0
3089,39990.0
3097,17990.0
3098,32800.0
3099,22990.0
3103,44888.0
3106,19800.0
3107,13990.0
3111,21999.0
3112,64990.0
3113,31999.0
3115,21990.0
3116,6350.0
3119,46880.0
3120,24990.0
3121,14990.0
3123,65990.0
3124,19900.0
3125,31995.0
3127,42400.0
3128,15995.0
3129,32999.0
3132,34990.0
3133,44085.0
3134,54880.0
3136,23990.0
3137,24990.0
3138,28995.0
3140,24990.0
3145,32999.0
3147,3990.0
3148,48085.0
3151,11990.0
3152,36800.0
3153,54888.0
3154,15989.0
3156,43800.0
3157,57990.0
3159,28999.0
3160,31990.0
3164,28490.0
3165,52800.0
3166,43888.0
3167,20888.0
3168,21999.0
3169,35800.0
3172,5550.0
3174,23890.0
3175,30990.0
3176,22990.0
3177,68490.0
3182,22990.0
3185,19990.0
3189,27990.0
3190,44888.0
3191,29800.0
3193,28990.0
3196,35999.0
3197,25999.0
3199,19888.0
3200,21990.0
3202,38990.0
3203,37990.0
3205,32990.0
3206,39990.0
3207,21705.0
3208,39990.0
3209,62507.0
3210,9949.0
3212,23950.0
3213,28990.0
3218,52990.0
3220,24990.0
3221,45777.0
3222,6995.0
3223,21800.0
3225,50880.0
3226,48888.0
3227,20890.0
3228,25990.0
3229,47490.0
3230,65990.0
3232,10990.0
3233,6999.0
3235,41500.0
3236,20999.0
